comando_inicial,frase,direccion,velocidad,estado_silla
Silla,dobla a la izquierda despacio,izquierda,Lento,prendida
Silla,al frente mete velocidad,adelante,Rapido,prendida
Silla,a la derecha apurate,derecha,Rapido,prendida
Silla,voltea para la derecha lento,derecha,Lento,prendida
Silla,da vuelta para la derecha suavecito,derecha,Lento,prendida
Silla,dobla a la derecha apurate,derecha,Rapido,prendida
Silla,dobla al lado derecho con calma,derecha,Lento,prendida
Silla,continua al frente a velocidad normal,adelante,Normal,prendida
Silla,arrancate derecho con calma,adelante,Lento,prendida
Silla,ve hacia la derecha mete velocidad,derecha,Rapido,prendida
Silla,da marcha atras mete velocidad,atras,Rapido,prendida
Silla,enciendete de una,prender,,prendida
Silla,continua de frente,adelante,Normal,prendida
Silla,activate de una,prender,,prendida
Silla,en reversa mete velocidad,atras,Rapido,prendida
Silla,da vuelta pa' la izquierda normal,izquierda,Normal,prendida
Silla,dobla a la derecha normal,derecha,Normal,prendida
Silla,ve para adelante,adelante,Normal,prendida
Silla,alto ahorita,detener,,prendida
Silla,pa' la izquierda despacito,izquierda,Lento,prendida
Silla,enciende en corto,prender,,prendida
Silla,rueda de reversa a velocidad normal,atras,Normal,prendida
Silla,para de inmediato,detener,,prendida
Silla,modo normal,velocidad,Normal,prendida
Silla,a la izquierda despacito,izquierda,Lento,prendida
Silla,dobla al lado izquierdo apurate,izquierda,Rapido,prendida
Silla,gira al lado derecho mas rapido,derecha,Rapido,prendida
Silla,muevete para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,regresate en reversa apurate,atras,Rapido,prendida
Silla,dobla pa' la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,quieta de inmediato,detener,,prendida
Silla,regresate,atras,Normal,prendida
Silla,regresate lento,atras,Lento,prendida
Silla,regresate con calma,atras,Lento,prendida
Silla,rueda hacia atras mete velocidad,atras,Rapido,prendida
Silla,hacia la derecha suavecito,derecha,Lento,prendida
Silla,muevete para enfrente normal,adelante,Normal,prendida
Silla,continua pa' atras,atras,Normal,prendida
Silla,toca el claxon de una,claxon,,prendida
Silla,dobla a la derecha con mas velocidad,derecha,Rapido,prendida
Silla,da vuelta a la izquierda mas rapido,izquierda,Rapido,prendida
Silla,da marcha atras despacio,atras,Lento,prendida
Silla,hacia la izquierda apurate,izquierda,Rapido,prendida
Silla,derecho apurate,adelante,Rapido,prendida
Silla,en reversa tranqui,atras,Lento,prendida
Silla,da vuelta para la izquierda con cuidado,izquierda,Lento,prendida
Silla,claxon ahora,claxon,,prendida
Silla,regresate tranqui,atras,Lento,prendida
Silla,regresate con mas velocidad,atras,Rapido,prendida
Silla,pa' la derecha con mas velocidad,derecha,Rapido,prendida
Silla,muevete hacia adelante,adelante,Normal,prendida
Silla,sigue derecho lento,adelante,Lento,prendida
Silla,da vuelta pa' la izquierda,izquierda,Normal,prendida
Silla,detente de inmediato,detener,,prendida
Silla,muevete en reversa apurate,atras,Rapido,prendida
Silla,desconectate en corto,apagar,,apagada
Silla,derecho con calma,adelante,Lento,prendida
Silla,de reversa despacio,atras,Lento,prendida
Silla,mas lento en friega,velocidad,Lento,prendida
Silla,dobla a la derecha rapido,derecha,Rapido,prendida
Silla,muevete hacia la derecha mete velocidad,derecha,Rapido,prendida
Silla,stop ahorita,detener,,prendida
Silla,muevete pa' la derecha rapido,derecha,Rapido,prendida
Silla,sigue derecho despacio,adelante,Lento,prendida
Silla,continua al frente suavecito,adelante,Lento,prendida
Silla,muevete pa' atras mete velocidad,atras,Rapido,prendida
Silla,al frente despacio,adelante,Lento,prendida
Silla,ve a la izquierda con calma,izquierda,Lento,prendida
Silla,claxon en friega,claxon,,prendida
Silla,velocidad normal en este momento,velocidad,Normal,prendida
Silla,da vuelta pa' la izquierda suavecito,izquierda,Lento,prendida
Silla,llegale de frente tranqui,adelante,Lento,prendida
Silla,a la izquierda rapido,izquierda,Rapido,prendida
Silla,quedate quieta en caliente,detener,,prendida
Silla,echale para adelante,adelante,Normal,prendida
Silla,para la izquierda lento,izquierda,Lento,prendida
Silla,al lado izquierdo despacito,izquierda,Lento,prendida
Silla,da vuelta al lado derecho con cuidado,derecha,Lento,prendida
Silla,gira para la derecha mete velocidad,derecha,Rapido,prendida
Silla,muevete pa' la izquierda,izquierda,Normal,prendida
Silla,dobla para la izquierda lento,izquierda,Lento,prendida
Silla,gira para la derecha apurate,derecha,Rapido,prendida
Silla,sigue de reversa mete velocidad,atras,Rapido,prendida
Silla,hacia la derecha normal,derecha,Normal,prendida
Silla,con calma de una,velocidad,Lento,prendida
Silla,prende ahora,prender,,prendida
Silla,rueda en reversa normal,atras,Normal,prendida
Silla,pita de inmediato,claxon,,prendida
Silla,pa' atras despacio,atras,Lento,prendida
Silla,ve para la izquierda apurate,izquierda,Rapido,prendida
Silla,para adelante con calma,adelante,Lento,prendida
Silla,para la derecha,derecha,Normal,prendida
Silla,tuerce hacia la derecha con mas velocidad,derecha,Rapido,prendida
Silla,ponte quieta ahorita,detener,,prendida
Silla,gira al lado derecho con calma,derecha,Lento,prendida
Silla,da marcha atras,atras,Normal,prendida
Silla,a la izquierda lento,izquierda,Lento,prendida
Silla,de reversa mete velocidad,atras,Rapido,prendida
Silla,sigue hacia atras apurate,atras,Rapido,prendida
Silla,gira al lado izquierdo apurate,izquierda,Rapido,prendida
Silla,llegale para adelante,adelante,Normal,prendida
Silla,ve hacia la derecha,derecha,Normal,prendida
Silla,de reversa a velocidad normal,atras,Normal,prendida
Silla,echale para enfrente apurate,adelante,Rapido,prendida
Silla,voltea a la izquierda despacito,izquierda,Lento,prendida
Silla,ve en reversa normal,atras,Normal,prendida
Silla,voltea a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,enciende en este momento,prender,,prendida
Silla,dobla a la izquierda con cuidado,izquierda,Lento,prendida
Silla,detente en corto,detener,,prendida
Silla,parate ya ahorita,detener,,prendida
Silla,dale de reversa despacito,atras,Lento,prendida
Silla,detencion en corto,detener,,prendida
Silla,a la izquierda con cuidado,izquierda,Lento,prendida
Silla,ve derecho mas rapido,adelante,Rapido,prendida
Silla,ve pa' la izquierda rapido,izquierda,Rapido,prendida
Silla,para atras con cuidado,atras,Lento,prendida
Silla,muevete para adelante,adelante,Normal,prendida
Silla,echale al frente,adelante,Normal,prendida
Silla,retrocede despacio,atras,Lento,prendida
Silla,al frente mas rapido,adelante,Rapido,prendida
Silla,echale al frente mas rapido,adelante,Rapido,prendida
Silla,ve para la izquierda,izquierda,Normal,prendida
Silla,rueda para atras lento,atras,Lento,prendida
Silla,llegale al frente tranqui,adelante,Lento,prendida
Silla,rueda de reversa despacio,atras,Lento,prendida
Silla,haz alto al tiro,detener,,prendida
Silla,stop en friega,detener,,prendida
Silla,rueda de reversa suavecito,atras,Lento,prendida
Silla,a la derecha despacio,derecha,Lento,prendida
Silla,quedate en corto,detener,,prendida
Silla,echale al frente mete velocidad,adelante,Rapido,prendida
Silla,muevete hacia la izquierda suavecito,izquierda,Lento,prendida
Silla,pa' la derecha con cuidado,derecha,Lento,prendida
Silla,regresate rapido,atras,Rapido,prendida
Silla,llegale para enfrente rapido,adelante,Rapido,prendida
Silla,hacia adelante con cuidado,adelante,Lento,prendida
Silla,frena al tiro,detener,,prendida
Silla,ve para enfrente,adelante,Normal,prendida
Silla,sigue para enfrente a velocidad normal,adelante,Normal,prendida
Silla,dale para enfrente con mas velocidad,adelante,Rapido,prendida
Silla,gira a la derecha normal,derecha,Normal,prendida
Silla,voltea al lado izquierdo con mas velocidad,izquierda,Rapido,prendida
Silla,ponte en reversa con mas velocidad,atras,Rapido,prendida
Silla,para la derecha despacio,derecha,Lento,prendida
Silla,mete mas velocidad en corto,velocidad,Rapido,prendida
Silla,bajale la velocidad,velocidad,Lento,prendida
Silla,llegale para enfrente con calma,adelante,Lento,prendida
Silla,da vuelta para la izquierda mas rapido,izquierda,Rapido,prendida
Silla,desactivate en corto,apagar,,apagada
Silla,rueda hacia adelante apurate,adelante,Rapido,prendida
Silla,da marcha atras apurate,atras,Rapido,prendida
Silla,rapido,velocidad,Rapido,prendida
Silla,detencion total ahora,detener,,prendida
Silla,da vuelta a la derecha despacio,derecha,Lento,prendida
Silla,de frente despacito,adelante,Lento,prendida
Silla,regresate pa' atras tranqui,atras,Lento,prendida
Silla,al lado derecho con mas velocidad,derecha,Rapido,prendida
Silla,regresate para atras rapido,atras,Rapido,prendida
Silla,dobla hacia la derecha apurate,derecha,Rapido,prendida
Silla,camina hacia enfrente tranqui,adelante,Lento,prendida
Silla,subele la velocidad en friega,velocidad,Rapido,prendida
Silla,gira a la izquierda tranqui,izquierda,Lento,prendida
Silla,reduce la velocidad ahora,velocidad,Lento,prendida
Silla,quedate quieta en este momento,detener,,prendida
Silla,ve de reversa despacio,atras,Lento,prendida
Silla,gira a la derecha con cuidado,derecha,Lento,prendida
Silla,corta ya de inmediato,detener,,prendida
Silla,llegale de frente con mas velocidad,adelante,Rapido,prendida
Silla,a la derecha tranqui,derecha,Lento,prendida
Silla,normal ya,velocidad,Normal,prendida
Silla,dale para atras despacito,atras,Lento,prendida
Silla,sigue para atras despacio,atras,Lento,prendida
Silla,mete mas velocidad ahora,velocidad,Rapido,prendida
Silla,activate,prender,,prendida
Silla,dobla pa' la derecha rapido,derecha,Rapido,prendida
Silla,rueda hacia atras con mas velocidad,atras,Rapido,prendida
Silla,quieta en este momento,detener,,prendida
Silla,muevete hacia atras apurate,atras,Rapido,prendida
Silla,mete mas velocidad ya,velocidad,Rapido,prendida
Silla,rueda de reversa rapido,atras,Rapido,prendida
Silla,tuerce a la derecha,derecha,Normal,prendida
Silla,camina hacia enfrente normal,adelante,Normal,prendida
Silla,continua derecho tranqui,adelante,Lento,prendida
Silla,muevete hacia atras normal,atras,Normal,prendida
Silla,sigue hacia atras normal,atras,Normal,prendida
Silla,muevete hacia la izquierda despacio,izquierda,Lento,prendida
Silla,tuerce a la derecha rapido,derecha,Rapido,prendida
Silla,sigue derecho con mas velocidad,adelante,Rapido,prendida
Silla,rueda rueda hacia atras,atras,Normal,prendida
Silla,tuerce para la izquierda con cuidado,izquierda,Lento,prendida
Silla,arranca ahorita,prender,,prendida
Silla,pa' la izquierda normal,izquierda,Normal,prendida
Silla,mas lento en este momento,velocidad,Lento,prendida
Silla,para atras despacio,atras,Lento,prendida
Silla,da vuelta al lado izquierdo lento,izquierda,Lento,prendida
Silla,ve para atras lento,atras,Lento,prendida
Silla,da marcha atras con mas velocidad,atras,Rapido,prendida
Silla,apaga ya,apagar,,apagada
Silla,ve hacia la derecha con calma,derecha,Lento,prendida
Silla,sigue derecho,adelante,Normal,prendida
Silla,normal ahorita,velocidad,Normal,prendida
Silla,normal en friega,velocidad,Normal,prendida
Silla,hacia atras con cuidado,atras,Lento,prendida
Silla,llegale hacia atras,atras,Normal,prendida
Silla,avanza mete velocidad,adelante,Rapido,prendida
Silla,muevete al lado derecho,derecha,Normal,prendida
Silla,sigue derecho tranqui,adelante,Lento,prendida
Silla,muevete pa' atras,atras,Normal,prendida
Silla,hazte para atras con cuidado,atras,Lento,prendida
Silla,da vuelta a la derecha lento,derecha,Lento,prendida
Silla,da vuelta para la derecha mas rapido,derecha,Rapido,prendida
Silla,dobla para la izquierda,izquierda,Normal,prendida
Silla,tuerce para la izquierda despacito,izquierda,Lento,prendida
Silla,subele la velocidad en este momento,velocidad,Rapido,prendida
Silla,muevete de reversa,atras,Normal,prendida
Silla,tuerce pa' la derecha con cuidado,derecha,Lento,prendida
Silla,echale de frente con cuidado,adelante,Lento,prendida
Silla,subele la velocidad de una,velocidad,Rapido,prendida
Silla,voltea al lado izquierdo mete velocidad,izquierda,Rapido,prendida
Silla,para la derecha suavecito,derecha,Lento,prendida
Silla,da vuelta para la izquierda tranqui,izquierda,Lento,prendida
Silla,muevete pa' la derecha,derecha,Normal,prendida
Silla,dale para adelante,adelante,Normal,prendida
Silla,muevete para adelante rapido,adelante,Rapido,prendida
Silla,hazte para atras mete velocidad,atras,Rapido,prendida
Silla,llegale de frente,adelante,Normal,prendida
Silla,claxon ya,claxon,,prendida
Silla,muevete para la derecha rapido,derecha,Rapido,prendida
Silla,quedate quieta al tiro,detener,,prendida
Silla,sigue en reversa lento,atras,Lento,prendida
Silla,continua para enfrente con mas velocidad,adelante,Rapido,prendida
Silla,arrancate para atras con mas velocidad,atras,Rapido,prendida
Silla,enciendete en corto,prender,,prendida
Silla,para enfrente despacito,adelante,Lento,prendida
Silla,para atras mete velocidad,atras,Rapido,prendida
Silla,para ahora,detener,,prendida
Silla,stop en este momento,detener,,prendida
Silla,reduce la velocidad en friega,velocidad,Lento,prendida
Silla,de frente normal,adelante,Normal,prendida
Silla,dale para atras lento,atras,Lento,prendida
Silla,continua de reversa,atras,Normal,prendida
Silla,mete mas velocidad de una,velocidad,Rapido,prendida
Silla,voltea hacia la derecha,derecha,Normal,prendida
Silla,para enfrente con mas velocidad,adelante,Rapido,prendida
Silla,frena de una,detener,,prendida
Silla,con calma ahora,velocidad,Lento,prendida
Silla,hacia la derecha con mas velocidad,derecha,Rapido,prendida
Silla,quedate quieta ya,detener,,prendida
Silla,da marcha atras despacito,atras,Lento,prendida
Silla,da vuelta a la izquierda normal,izquierda,Normal,prendida
Silla,ve a la izquierda apurate,izquierda,Rapido,prendida
Silla,gira al lado derecho,derecha,Normal,prendida
Silla,de reversa despacito,atras,Lento,prendida
Silla,da vuelta hacia la derecha tranqui,derecha,Lento,prendida
Silla,gira para la derecha con mas velocidad,derecha,Rapido,prendida
Silla,da vuelta a la izquierda apurate,izquierda,Rapido,prendida
Silla,pa' la derecha,derecha,Normal,prendida
Silla,dobla a la izquierda mas rapido,izquierda,Rapido,prendida
Silla,a la derecha mete velocidad,derecha,Rapido,prendida
Silla,continua al frente mete velocidad,adelante,Rapido,prendida
Silla,voltea a la izquierda con cuidado,izquierda,Lento,prendida
Silla,muevete hacia adelante despacio,adelante,Lento,prendida
Silla,arrancate pa' atras despacio,atras,Lento,prendida
Silla,bajale la velocidad ahorita,velocidad,Lento,prendida
Silla,gira al lado derecho mete velocidad,derecha,Rapido,prendida
Silla,voltea pa' la izquierda,izquierda,Normal,prendida
Silla,camina hacia enfrente mete velocidad,adelante,Rapido,prendida
Silla,gira para la derecha a velocidad normal,derecha,Normal,prendida
Silla,haz sonar el claxon en corto,claxon,,prendida
Silla,tuerce para la derecha,derecha,Normal,prendida
Silla,parale en este momento,detener,,prendida
Silla,parate ya de una,detener,,prendida
Silla,continua pa' atras tranqui,atras,Lento,prendida
Silla,pa' la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,pa' la derecha normal,derecha,Normal,prendida
Silla,regresate con cuidado,atras,Lento,prendida
Silla,pa' la derecha rapido,derecha,Rapido,prendida
Silla,muevete hacia la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,llegale al frente con mas velocidad,adelante,Rapido,prendida
Silla,gira a la izquierda con cuidado,izquierda,Lento,prendida
Silla,echale hacia atras con cuidado,atras,Lento,prendida
Silla,tuerce para la izquierda normal,izquierda,Normal,prendida
Silla,muevete para atras normal,atras,Normal,prendida
Silla,muevete pa' la izquierda mas rapido,izquierda,Rapido,prendida
Silla,continua derecho mas rapido,adelante,Rapido,prendida
Silla,continua para atras apurate,atras,Rapido,prendida
Silla,muevete en reversa lento,atras,Lento,prendida
Silla,parale al tiro,detener,,prendida
Silla,gira a la izquierda despacito,izquierda,Lento,prendida
Silla,muevete para la izquierda,izquierda,Normal,prendida
Silla,muevete pa' la derecha normal,derecha,Normal,prendida
Silla,muevete para enfrente rapido,adelante,Rapido,prendida
Silla,gira a la derecha mas rapido,derecha,Rapido,prendida
Silla,ve despacio en corto,velocidad,Lento,prendida
Silla,pita ahorita,claxon,,prendida
Silla,apaga en este momento,apagar,,apagada
Silla,da vuelta al lado derecho mete velocidad,derecha,Rapido,prendida
Silla,ve al frente lento,adelante,Lento,prendida
Silla,da vuelta para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,gira pa' la izquierda con cuidado,izquierda,Lento,prendida
Silla,hacia atras con mas velocidad,atras,Rapido,prendida
Silla,echale para atras con calma,atras,Lento,prendida
Silla,sigue derecho despacito,adelante,Lento,prendida
Silla,ve para la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,detencion ya,detener,,prendida
Silla,ponte quieta al tiro,detener,,prendida
Silla,haz sonar el claxon ahorita,claxon,,prendida
Silla,tuerce al lado derecho con calma,derecha,Lento,prendida
Silla,ponte en reversa a velocidad normal,atras,Normal,prendida
Silla,sigue al frente,adelante,Normal,prendida
Silla,da vuelta para la derecha con mas velocidad,derecha,Rapido,prendida
Silla,para atras normal,atras,Normal,prendida
Silla,dobla para la izquierda con calma,izquierda,Lento,prendida
Silla,da vuelta a la derecha con mas velocidad,derecha,Rapido,prendida
Silla,sigue de reversa,atras,Normal,prendida
Silla,ve para la izquierda lento,izquierda,Lento,prendida
Silla,dobla a la derecha mete velocidad,derecha,Rapido,prendida
Silla,parate ya en este momento,detener,,prendida
Silla,toca el claxon en friega,claxon,,prendida
Silla,dobla pa' la derecha despacito,derecha,Lento,prendida
Silla,retrocede con mas velocidad,atras,Rapido,prendida
Silla,quedate quieta ahora,detener,,prendida
Silla,dobla hacia la derecha,derecha,Normal,prendida
Silla,muevete hacia la izquierda,izquierda,Normal,prendida
Silla,ve hacia la izquierda con calma,izquierda,Lento,prendida
Silla,muevete al lado derecho con calma,derecha,Lento,prendida
Silla,llegale de reversa lento,atras,Lento,prendida
Silla,muevete hacia la izquierda con cuidado,izquierda,Lento,prendida
Silla,a velocidad normal ya,velocidad,Normal,prendida
Silla,continua de frente con calma,adelante,Lento,prendida
Silla,claxon en corto,claxon,,prendida
Silla,parate en friega,detener,,prendida
Silla,voltea pa' la derecha lento,derecha,Lento,prendida
Silla,muevete para enfrente,adelante,Normal,prendida
Silla,avanza con cuidado,adelante,Lento,prendida
Silla,para la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,hacia atras con calma,atras,Lento,prendida
Silla,voltea al lado izquierdo rapido,izquierda,Rapido,prendida
Silla,parate ya en caliente,detener,,prendida
Silla,desconectate de inmediato,apagar,,apagada
Silla,da vuelta pa' la derecha,derecha,Normal,prendida
Silla,prendete ahora,prender,,prendida
Silla,llegale pa' atras,atras,Normal,prendida
Silla,muevete al lado izquierdo tranqui,izquierda,Lento,prendida
Silla,al lado izquierdo con mas velocidad,izquierda,Rapido,prendida
Silla,rueda para enfrente despacio,adelante,Lento,prendida
Silla,arrancate pa' atras despacito,atras,Lento,prendida
Silla,llegale de reversa,atras,Normal,prendida
Silla,rueda de frente rapido,adelante,Rapido,prendida
Silla,regresate mete velocidad,atras,Rapido,prendida
Silla,para enfrente,adelante,Normal,prendida
Silla,da vuelta a la derecha despacito,derecha,Lento,prendida
Silla,gira hacia la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,hacia la derecha con cuidado,derecha,Lento,prendida
Silla,frena en corto,detener,,prendida
Silla,detente ahora,detener,,prendida
Silla,hazte para atras con calma,atras,Lento,prendida
Silla,tuerce al lado derecho,derecha,Normal,prendida
Silla,voltea hacia la derecha rapido,derecha,Rapido,prendida
Silla,tuerce hacia la derecha tranqui,derecha,Lento,prendida
Silla,quedate quieta en corto,detener,,prendida
Silla,en reversa a velocidad normal,atras,Normal,prendida
Silla,prendete ahorita,prender,,prendida
Silla,ve hacia adelante,adelante,Normal,prendida
Silla,quedate ahora,detener,,prendida
Silla,derecho tranqui,adelante,Lento,prendida
Silla,continua derecho,adelante,Normal,prendida
Silla,alto ahora,detener,,prendida
Silla,sigue al frente suavecito,adelante,Lento,prendida
Silla,dale de frente,adelante,Normal,prendida
Silla,voltea a la derecha con calma,derecha,Lento,prendida
Silla,toca el claxon ya,claxon,,prendida
Silla,ponte quieta,detener,,prendida
Silla,avanza,adelante,Normal,prendida
Silla,haz alto de una,detener,,prendida
Silla,haz sonar el claxon ya,claxon,,prendida
Silla,continua para adelante con mas velocidad,adelante,Rapido,prendida
Silla,al lado derecho suavecito,derecha,Lento,prendida
Silla,para adelante mas rapido,adelante,Rapido,prendida
Silla,retrocede con cuidado,atras,Lento,prendida
Silla,arrancate de reversa con mas velocidad,atras,Rapido,prendida
Silla,tuerce a la izquierda apurate,izquierda,Rapido,prendida
Silla,echale al frente tranqui,adelante,Lento,prendida
Silla,arrancate para enfrente normal,adelante,Normal,prendida
Silla,ve a la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,dobla a la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,sigue en reversa suavecito,atras,Lento,prendida
Silla,derecho despacito,adelante,Lento,prendida
Silla,con mas velocidad en corto,velocidad,Rapido,prendida
Silla,hacia la izquierda rapido,izquierda,Rapido,prendida
Silla,ponte en reversa rapido,atras,Rapido,prendida
Silla,ve de reversa apurate,atras,Rapido,prendida
Silla,suena el claxon en friega,claxon,,prendida
Silla,de reversa suavecito,atras,Lento,prendida
Silla,avanza mas rapido,adelante,Rapido,prendida
Silla,de reversa con calma,atras,Lento,prendida
Silla,gira pa' la derecha despacito,derecha,Lento,prendida
Silla,muevete de reversa mete velocidad,atras,Rapido,prendida
Silla,dale en reversa a velocidad normal,atras,Normal,prendida
Silla,echale pa' atras despacito,atras,Lento,prendida
Silla,hacia adelante despacio,adelante,Lento,prendida
Silla,gira para la derecha suavecito,derecha,Lento,prendida
Silla,da vuelta a la derecha a velocidad normal,derecha,Normal,prendida
Silla,apagate en friega,apagar,,apagada
Silla,con mas velocidad ya,velocidad,Rapido,prendida
Silla,continua para atras con cuidado,atras,Lento,prendida
Silla,ve para la derecha con mas velocidad,derecha,Rapido,prendida
Silla,regresate para atras,atras,Normal,prendida
Silla,dobla pa' la izquierda normal,izquierda,Normal,prendida
Silla,llegale hacia adelante con mas velocidad,adelante,Rapido,prendida
Silla,para adelante mete velocidad,adelante,Rapido,prendida
Silla,gira para la izquierda a velocidad normal,izquierda,Normal,prendida
Silla,dobla a la derecha suavecito,derecha,Lento,prendida
Silla,da vuelta a la izquierda suavecito,izquierda,Lento,prendida
Silla,voltea para la izquierda despacio,izquierda,Lento,prendida
Silla,continua para atras mas rapido,atras,Rapido,prendida
Silla,gira para la izquierda mas rapido,izquierda,Rapido,prendida
Silla,quedate de inmediato,detener,,prendida
Silla,reduce la velocidad en este momento,velocidad,Lento,prendida
Silla,gira pa' la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,da vuelta hacia la derecha con mas velocidad,derecha,Rapido,prendida
Silla,detencion total ya,detener,,prendida
Silla,muevete para enfrente tranqui,adelante,Lento,prendida
Silla,desactivate de una,apagar,,apagada
Silla,al lado izquierdo con cuidado,izquierda,Lento,prendida
Silla,haz alto en caliente,detener,,prendida
Silla,a la derecha mas rapido,derecha,Rapido,prendida
Silla,al lado derecho normal,derecha,Normal,prendida
Silla,rueda hacia adelante con mas velocidad,adelante,Rapido,prendida
Silla,derecho rapido,adelante,Rapido,prendida
Silla,mas lento de una,velocidad,Lento,prendida
Silla,alto total,detener,,prendida
Silla,para la izquierda,izquierda,Normal,prendida
Silla,gira a la izquierda suavecito,izquierda,Lento,prendida
Silla,da vuelta hacia la izquierda con cuidado,izquierda,Lento,prendida
Silla,da vuelta a la izquierda,izquierda,Normal,prendida
Silla,arrancate hacia adelante mete velocidad,adelante,Rapido,prendida
Silla,no tan rapido en friega,velocidad,Lento,prendida
Silla,sigue en reversa,atras,Normal,prendida
Silla,avanza despacito,adelante,Lento,prendida
Silla,sigue de frente mas rapido,adelante,Rapido,prendida
Silla,da vuelta hacia la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,parate ya ahora,detener,,prendida
Silla,reduce la velocidad ya,velocidad,Lento,prendida
Silla,gira pa' la izquierda,izquierda,Normal,prendida
Silla,hacia atras tranqui,atras,Lento,prendida
Silla,para la derecha tranqui,derecha,Lento,prendida
Silla,dobla a la derecha con calma,derecha,Lento,prendida
Silla,para atras con mas velocidad,atras,Rapido,prendida
Silla,adelantate,adelante,Normal,prendida
Silla,voltea hacia la izquierda con mas velocidad,izquierda,Rapido,prendida
Silla,dale hacia atras lento,atras,Lento,prendida
Silla,sigue hacia atras,atras,Normal,prendida
Silla,tuerce pa' la derecha con mas velocidad,derecha,Rapido,prendida
Silla,da marcha atras a velocidad normal,atras,Normal,prendida
Silla,arranca en corto,prender,,prendida
Silla,sigue en reversa a velocidad normal,atras,Normal,prendida
Silla,gira a la izquierda mas rapido,izquierda,Rapido,prendida
Silla,continua al frente,adelante,Normal,prendida
Silla,muevete hacia la derecha despacito,derecha,Lento,prendida
Silla,continua en reversa suavecito,atras,Lento,prendida
Silla,quieta en corto,detener,,prendida
Silla,gira hacia la izquierda mete velocidad,izquierda,Rapido,prendida
Silla,para adelante,adelante,Normal,prendida
Silla,dobla para la derecha rapido,derecha,Rapido,prendida
Silla,arrancate al frente rapido,adelante,Rapido,prendida
